Username,Verified,Comment Text,Likes,Time,Replies,Translation,Offensive?
sami_ulamin,FALSE,rank?,0,5d,0,FALSE,FALSE
the_dzr,FALSE,Bro finally started cooking in valorant 😍😆,0,5d,0,FALSE,FALSE
al___hasan369,FALSE,Vai Minecraft khalen? 🙌🙌🙌🙌,0,5d,0,FALSE,FALSE
nazeel.__,FALSE,Day 2 of commenting on @thechotobhai comment section so that he comes to review my university’s cafeteria,0,5d,0,FALSE,FALSE
estellemiles3612,FALSE,Lol! Gaming with cooking,0,5d,0,FALSE,FALSE
its.roshniish,FALSE,Type of teammates i get when it’s my rank up match 🙂‍↕️,0,5d,0,FALSE,FALSE
_muntahaha._,FALSE,Etai dekhar baki chilo😭😭,0,5d,0,TRUE,FALSE
arup_____21,FALSE,cooked☠️,0,5d,0,FALSE,FALSE
iplay_jazz,FALSE,Teach me!!🤩,0,4d,0,FALSE,FALSE
swad_kun,FALSE,Bro cooked valorant with noodles and steak 😂🔥,0,4d,0,FALSE,FALSE
growloziog,FALSE,😋,0,4d,0,FALSE,FALSE
mugdho273,FALSE,Shei khelen 🔥❤️,0,4d,0,FALSE,FALSE
plinplinplon122,FALSE,my ranked teammates on my rankup game,0,3d,0,FALSE,FALSE
escape_plan71,FALSE,"Block mar madarcho Ke, Razzakar sala",0,3d,0,FALSE,TRUE
saimon_0003,FALSE,I need detail about this induction cooker. Please please tell me,0,3d,0,FALSE,FALSE
itztanjilahamed,FALSE,LMAO 😂,0,2d,0,FALSE,FALSE
faiyazarnob,FALSE,What agent do you main? BTW Love from Khulna.,0,2d,0,FALSE,FALSE
faiadmahadi,FALSE,whats ur gpu,0,2d,0,FALSE,FALSE
rayyan_mt_999,FALSE,vi apner jonne amar rank minus hoe gelo vi.,0,1d,0,TRUE,FALSE
fatemaislam768,FALSE,Laptop নষ্ট হইয়া যাইব🙂,0,1d,0,TRUE,FALSE
chotobhaishawon,FALSE,Ekta reply dite paren na❤️😒,0,1d,0,TRUE,FALSE
naxite4686,FALSE,🔥🔥🔥,0,1d,0,FALSE,FALSE
5_labib,FALSE,Meanwhile Reyna mains 💔,0,1d,0,FALSE,FALSE
tgrxfenzo,FALSE,Bro try Fornite ☠️,0,2h,0,FALSE,FALSE
thechotobhai,TRUE,Verified  whatever you do do not tag @mrbeast,150,1w,0,FALSE,FALSE
uchiha_naramaki,FALSE,"The kid offering a piece of memory, 'Do you want my mango?.' Such a wholesome moment. Keep it up. 👏",501,1w,0,FALSE,FALSE
maybe_fardin_,FALSE,🔥🔥🔥🔥🔥🔥,2,1w,0,FALSE,FALSE
siniibu._.7,FALSE,Lil bro carrying a random mango😭,62,1w,0,FALSE,FALSE
lifeinagoodhome_with_tanzila,FALSE,Interesting 😍 Good Job Boys 👏,15,1w,0,FALSE,FALSE
mystiva_shanta,FALSE,Can you open it for me sir 😍,22,1w,0,FALSE,FALSE
aannyyaa.h.m,FALSE,LMAO WHEN WAS THIS,5,1w,0,FALSE,FALSE
plzrt0,FALSE,Mango is the best🙌,3,1w,0,FALSE,FALSE
ig_sabitoo,FALSE,Give me one bro 😢 ik you don't,10,1w,0,FALSE,FALSE
udoyww,FALSE,These kids are your younger version,101,1w,0,FALSE,FALSE
tahannus._,FALSE,This is so cuteeeee,6,1w,0,FALSE,FALSE
mini_from_miniso,FALSE,posh kids bro😭,121,1w,0,FALSE,FALSE
suly_mnnn,FALSE,Aww the kids were so wholesome ❤️,68,1w,0,FALSE,FALSE
damn_darksun_,FALSE,bro every kid from bd should speak english like this,685,1w,0,FALSE,FALSE
shawon_on_max,FALSE,@mrbeast 😍,3,1w,0,FALSE,FALSE
akiblim,FALSE,These kids are so nice ngl,27,1w,0,FALSE,FALSE
cosmic._sid,FALSE,Kon school er baccha? Ora onk cute😭🫶,4,1w,0,TRUE,FALSE
aannyyaa.h.m,FALSE,MY CLASSMATES HAHAHAH,4,1w,0,FALSE,FALSE
anindita_roopkotha,FALSE,haire nabeel,0,1w,0,FALSE,FALSE
bangladdeshi,FALSE,school life shesh ar ekhon shuru korla giveaway 😢,526,1w,0,TRUE,FALSE
the.masked.bangladeshi,FALSE,@mrbeast,1,1w,0,FALSE,FALSE
black__.magician,FALSE,Bhai Faridpur Kobe ashba😭😭,1,1w,0,TRUE,FALSE
__.fif_,FALSE,Eto Polite kids damn😭😭,5,1w,0,FALSE,TRUE
farin.zz26,FALSE,'can you open it for me sir 💗',30,1w,0,FALSE,FALSE
noorejannat62,FALSE,Chotobhai i want to see you in Chandpur ♥️,1,1w,0,FALSE,FALSE
bat_adnan,FALSE,Bro amk eo dita taste kore boltam😔,1,1w,0,TRUE,FALSE
btw.itz.asif,FALSE,"@saif_rahman2001 bhaii, look at the children of the posh area, Gulshan Baridhara 😢",1,1w,0,FALSE,FALSE
isekai.4shfee.ig,FALSE,Second like and first comment!,1,1w,0,FALSE,FALSE
marz.909,FALSE,Real question is.. how was that mango?,168,1w,0,FALSE,FALSE
u7hsabs1kd4r,FALSE,Feastables team >>>>>,10,1w,0,FALSE,FALSE
zxhan1,FALSE,Do the ashton hall morning routine bro,1,1w,0,FALSE,FALSE
aysha_in_cloud,FALSE,Damn that Mango,1,1w,0,FALSE,TRUE
farin.zz26,FALSE,i see my classmate ozair my goat,2,1w,0,FALSE,FALSE
nabeehainaya.11,FALSE,They became a celebrity-,1,1w,0,FALSE,FALSE
nightmaremanifest,FALSE,These kids speak better English than my ex’s excuses!😆,10,1w,0,FALSE,FALSE
mehrin_khan87,FALSE,"Bro I have been following you and been a fan of yours since 2018! | admired you because your honest food reviews, THATS...  more",0,1w,0,FALSE,FALSE
fakeh_slay,FALSE,Bangla Bola shikhte bolen,23,1w,0,TRUE,FALSE
rsm227403,FALSE,Feastables and dubai kunafa both tastes different,0,1w,0,FALSE,FALSE
arafradif,FALSE,Tui mor shala nijere bhabsos ki chocolate des?,0,4d,0,TRUE,FALSE
sakadakalaka,FALSE,Ayo that's me in the video,10,1w,0,FALSE,FALSE
bangladeshi_related,FALSE,Why you don't open a chocolate company? 🙂......I think everybody will like it.... 👏,1,1w,0,FALSE,FALSE
aungshu_uwu,FALSE,posh kids,1,1w,0,FALSE,FALSE
raiyan_ru,FALSE,When rafsan meets his own kind 😂,1,1w,0,FALSE,FALSE
ozih_12,FALSE,Das me,2,1w,0,FALSE,FALSE
kiarasrizana,FALSE,Bahahahahaha,2,1w,0,FALSE,FALSE
the.masked.bangladeshi,FALSE,@feastables,0,1w,0,FALSE,FALSE
shahriar_apurba,FALSE,Oow wow!!,1,1w,0,FALSE,FALSE
ratul_islam124,FALSE,Bro those kids speaking English better than My English Teacher 🔥,1,1w,0,FALSE,FALSE
mahin_found,FALSE,Why dont u come to Siddiquis international😭,1,1w,0,FALSE,FALSE
ronsen.7,FALSE,Bro how unfair amader time e kothay chila,0,1w,0,TRUE,FALSE
faraz.rkhn,FALSE,Goat o2,1,1w,0,FALSE,FALSE
as_ad_al_habib_,FALSE,Nice Video 😍,0,1w,0,FALSE,FALSE
russell.2011,FALSE,❤️❤️❤️❤️,0,1w,0,FALSE,FALSE
mahmudhasan3301,FALSE,@mrbeast bro's chocolate got roasted :/,0,1w,0,FALSE,FALSE
_game_changer_xyz,FALSE,The both are best 🔥,0,1w,0,FALSE,FALSE
_.carallo._,FALSE,@mrbeast you better level up bro 🥲,0,1w,0,FALSE,FALSE
adiat_bolt_,FALSE,Make ur own chocolate company 🙏so that i can try it😍,0,1w,0,FALSE,FALSE
yasir.h.c,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
anika_tabassum57,FALSE,নাইস,0,1w,0,TRUE,FALSE
jdo_o_ferreira_da_silva,FALSE,Edge of dreams🌺,0,1w,0,FALSE,FALSE
faraz.rkhn,FALSE,Goat o2,0,1w,0,FALSE,FALSE
abrarjahinnnn,FALSE,Vai mrbeast er pasa chato kno tmr nijer video to valo hoy oitare arektu spice dao and audience gather koro content valo...  more,0,1w,0,TRUE,FALSE
the.masked.bangladeshi,FALSE,@bad.mrbeast,0,1w,0,FALSE,FALSE
zzerohavoc,FALSE,Modern day kids are just way ahead of their times,0,1w,0,FALSE,FALSE
mastermind_4970,FALSE,Cute children ❤️,0,1w,0,FALSE,FALSE
nayab_476,FALSE,O2 🐐 🙌🙌🙌,0,1w,0,FALSE,FALSE
shek_h_fahim_,FALSE,🙌,0,1w,0,FALSE,FALSE
lr_lora_,FALSE,Really good choto vai 🙌🔥,0,1w,0,FALSE,FALSE
itz_if_t,FALSE,এটা কি ইউরোপে? ভাই 🙂,0,1w,0,TRUE,FALSE
gs_saikat.99,FALSE,Rafsan bro! loves you a lot🤍,0,1w,0,FALSE,FALSE
chotobhaishawon,FALSE,Give me a gift 🇧🇩❤️🤭,0,1w,0,FALSE,FALSE
bat_adnan,FALSE,Bro amk eo dita taste kore boltam😔,0,1w,0,TRUE,FALSE
__tanjina_koly__,FALSE,❤️,0,1w,0,FALSE,FALSE
m.r_robin_33,FALSE,😮😮,0,1w,0,FALSE,FALSE
sachin56000,FALSE,I want to try to Mr Bean chocolate how to get it,0,1w,0,FALSE,FALSE
jihaaad.17,FALSE,You already tagged him so yeahh @mrbeast,0,1w,0,FALSE,FALSE
hungry.autistic_oni,FALSE,Those kids are real sweet,0,1w,0,FALSE,FALSE
zbyrtx,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
mustakim_rahman_07,FALSE,@mrbeast see,0,1w,0,FALSE,FALSE
notnapax,FALSE,@mrbeast BRUH! YOU'RE DESTROYED...😢,0,1w,0,FALSE,FALSE
syam_the_gold_fish,FALSE,Bro u are oky but the Kids looks like farom er murgi 💀,0,1w,0,FALSE,FALSE
sadmanpro,FALSE,@mrbeast time for a collab with my boy @thechotobhai,0,1w,0,FALSE,FALSE
shihu._.11,FALSE,@mrbeast check it outtttttttttt💥💥,0,1w,0,FALSE,FALSE
frostywho__,FALSE,@mrbeast bro you gotta see this,0,1w,0,FALSE,FALSE
farooqueadnan,FALSE,Borovai with blue tshirt looks nice!,0,1w,0,FALSE,FALSE
tajwar__noor,FALSE,Where the fuck that kid find a mango 😂,0,1w,0,FALSE,TRUE
matiur.rahman56,FALSE,Siuuu,0,1w,0,FALSE,FALSE
tasnuva___75,FALSE,Ekbar feni teo asho! Amader k khawai o review nite paro😂,0,1w,0,TRUE,FALSE
jigga_kelly,FALSE,Bro come to review in BMARPC,0,1w,0,FALSE,FALSE
_raiyan_azad_,FALSE,❤️❤️❤️,0,1w,0,FALSE,FALSE
md.arifensaad,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
_nazmultomal_,FALSE,Please come somewhere more underprivileged🙂,0,1w,0,FALSE,FALSE
ofcc_zarahh,FALSE,@mrbeast commmminggg!!🔥,0,1w,0,FALSE,FALSE
saifan._.rahman,FALSE,🔥,0,1w,0,FALSE,FALSE
xnom_x25,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
rodela.32,FALSE,Good job bro 👏,0,1w,0,FALSE,FALSE
md0rakib,FALSE,"Now @mahimmakes will come and say, ""এখন বাসায় বসেই বানিয়ে ফেলতে পারবেন এরকম একটি পারফেক্ট আমের জুস।"" 🤣🤣",0,1w,0,TRUE,FALSE
tanzil_isnomore_31,FALSE,Vai boro lok der area te gese🙂🙂 S...  more,0,1w,0,TRUE,FALSE
neither_farsi,FALSE,aj gorib bole rafsan bhai er dekha pai na😢,0,1w,0,TRUE,FALSE
who_tf_is_alif,FALSE,Tbh they're English is really good. Gen alpha won't be that bad I think,0,1w,0,FALSE,FALSE
tasmiah_4,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
juibbbaa_editz,FALSE,Ora maybe english medium e pore tsi eto fluent eng pare,0,1w,0,FALSE,FALSE
anzaa.sidd,FALSE,hahaha crazy,0,1w,0,FALSE,FALSE
nashra_uu,FALSE,@mrbeast 😭,0,1w,0,FALSE,FALSE
mushfikahnaf,FALSE,Foreign polapain naki,0,1w,0,FALSE,FALSE
notfound__safwan7,FALSE,@mrbeast @mrbeast something very important @mrbeast,0,1w,0,FALSE,FALSE
islamasmnazrul,FALSE,Very nice.,0,1w,0,FALSE,FALSE
afraaacker,FALSE,They are so sweet omgg cuteee,0,1w,0,FALSE,FALSE
sxznfzo,FALSE,@mrbeast Look bro is ruining your business,0,1w,0,FALSE,FALSE
og_st4r,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
og_st4r,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
zzadu_,FALSE,Mom : oporichito der theke chocolate khaba na...,0,1w,0,TRUE,FALSE
chowdhury_2325,FALSE,@thechotobhai my man 💪,0,1w,0,FALSE,FALSE
farukfaizy08,FALSE,@mrbeast 😢❤️,0,1w,0,FALSE,FALSE
emamul__2005,FALSE,ভাইজান ভালোবাসা নিবেন 🙌❤️,0,1w,0,TRUE,FALSE
imzarahi7,FALSE,🍭💗😄,0,1w,0,FALSE,FALSE
mihad.xyz,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
mrmahin___,FALSE,"Bro,very interested 😍",0,1w,0,FALSE,FALSE
wasi_adna9,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
md.abu_yusuf,FALSE,"@mrbeast is working to eliminate child labor, which is why @feastables is the best chocolate!",0,1w,0,FALSE,FALSE
__.hab.iba.__,FALSE,Onek doa korechilam tomar come back korar jonno.. akhon onek valo lagche ager moto tomake dekhe. God bless you.😇,0,1w,0,TRUE,FALSE
rushoffvlog,FALSE,bro tmi English Medium er school er pase geco jate kore content english eh hoy?,0,1w,0,TRUE,FALSE
niaztaz,FALSE,Thank god... He wasn't carrying bananas.,0,1w,0,FALSE,FALSE
arannyo95222,FALSE,Bro just want to Collab with beast,0,1w,0,FALSE,FALSE
_xyz._.mahafuz_,FALSE,WoW,0,1w,0,FALSE,FALSE
saminisreal,FALSE,Wholesome gang 🥺,0,1w,0,FALSE,FALSE
mystiva_shanta,FALSE,These kids are too cute 😍,0,1w,0,FALSE,FALSE
tahsinarazulfa,FALSE,these kids are so cute🤍,0,1w,0,FALSE,FALSE
veteran_waldo,FALSE,@mrbeast broh 🫢,0,1w,0,FALSE,FALSE
nutrella000,FALSE,Amake ke dibe,0,1w,0,FALSE,FALSE
ratul_naveen,FALSE,"Can you open it for me sir, it sounds pretty good! 😊",0,1w,0,FALSE,FALSE
fxrzeen.jpg,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
zuckhates,FALSE,aww they’re so polite,0,1w,0,FALSE,FALSE
adorr_07,FALSE,🥭 (Raw),0,1w,0,FALSE,FALSE
rabiha_farzin.nuha,FALSE,Great ~,0,1w,0,FALSE,FALSE
_damn_me_mahii,FALSE,Borolo'x Kid be like..,0,1w,0,FALSE,FALSE
_mehraj_kashfiya_,FALSE,i guess mr Breast is gonna kill you😢,0,1w,0,FALSE,FALSE
s.a.i.f1200,FALSE,Everone follow me and i Follow ypu,0,1w,0,FALSE,FALSE
hasinabrar42,FALSE,Bhai i also want that,0,1w,0,FALSE,FALSE
your_takia_here_,FALSE,This is the most cutest video of yours,0,1w,0,FALSE,FALSE
chotobhaishawon,FALSE,❤️❤️❤️,0,1w,0,FALSE,FALSE
nahida_nisrat,FALSE,❤️,0,1w,0,FALSE,FALSE
ur_saira_29_1,FALSE,That kid mango kid reminds me of someone 🙏,0,1w,0,FALSE,FALSE
farzana_suchi,FALSE,Cute❤️,0,1w,0,FALSE,FALSE
sadsentipide_,FALSE,বিদেশি 14,0,1w,0,FALSE,FALSE
mdarifkhan027842,FALSE,@mrbeast 💝,0,1w,0,FALSE,FALSE
atikcannotfly,FALSE,@thechotobhai bhaii Blu er comeback Kobe hobe?,0,1w,0,TRUE,FALSE
_the_egoist_alex,FALSE,@mrbeast next one before Hersheys,0,1w,0,FALSE,FALSE
_cocoa_chingu,FALSE,Bhai mone english medium school er shamne vid korte gese 🤔,0,1w,0,TRUE,FALSE
_mahidurrr,FALSE,I was carrying random meat 😂,0,1w,0,FALSE,FALSE
akkamhgwa,FALSE,❤️❤️❤️❤️❤️❤️❤️,0,1w,0,FALSE,FALSE
robbiislam329,FALSE,hey bro Tumi sylhet ashona ...  more,0,1w,0,FALSE,FALSE
rafiad_muntazim,FALSE,Bro I hope u reply 👏,0,1w,0,FALSE,FALSE
_aditisarker_,FALSE,"Their English is so good !! I can't ,I'll become nervous :)",0,1w,0,FALSE,FALSE
maria__shafa,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
shimmeron,FALSE,Which area is it? Seem luxurious,0,1w,0,FALSE,FALSE
salauddin_sabad,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
salauddin_sabad,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
iris27213,FALSE,real...,0,1w,0,FALSE,FALSE
shanto.12u,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
shanto.12u,FALSE,@mrbeast where are you bro,0,1w,0,FALSE,FALSE
shanto.12u,FALSE,@mrbeast,0,1w,0,FALSE,FALSE
im_nahyd,FALSE,"Tbvh they are speaking english like american, wow",0,1w,0,FALSE,FALSE
talhaaaaaaaaaaaaaaaa_,FALSE,Kothay eta?,0,5d,0,TRUE,FALSE
ahanaf_islam_shayan,FALSE,Kunafa is tasty 😋 I also tried,0,4d,0,FALSE,FALSE
__elysiaaa_,FALSE,cuties😭❤️,0,4d,0,FALSE,FALSE
mugdho273,FALSE,Wow 😮,0,4d,0,FALSE,FALSE
ms8308937,FALSE,❤️ok,0,4d,0,FALSE,FALSE
veve.nextdoorr,FALSE,THEY SO CUTE AWW,0,3d,0,FALSE,FALSE
mithi__bae,FALSE,Nice kids ❤️,0,3d,0,FALSE,FALSE
_ariyan_nn,FALSE,ফারুমের মুরগি 😭,0,3d,0,TRUE,FALSE
shahadat_ayion,FALSE,Posh kids 🤡,0,1d,0,FALSE,FALSE
just_002011,FALSE,@mrbeast,0,1d,0,FALSE,FALSE
linosleftnostrilhairfolicle_,FALSE,ew gulshan er bacha,0,1d,0,FALSE,FALSE
saiyaraaa7,FALSE,@mrbeast,0,22h,0,FALSE,FALSE
thechotobhai,TRUE,"Verified  @sinthy._.a._ i just wanted to write my heart out, idk why..",38,1w,0,FALSE,FALSE
sakib_alfaz_0_,FALSE,❤️🔥🔥,1,1w,0,FALSE,FALSE
adriano_br_67,FALSE,🔥🙌,0,1w,0,FALSE,FALSE
thesiniszisan__,FALSE,"Reading this really hit me. It’s crazy how we grow and change, but it’s comforting to know things do get better. Thank...  more",9,1w,0,FALSE,FALSE
adea5483,FALSE,哇！超懷念小時候的自由感，人生短短，加油！💪,2,1w,0,FALSE,FALSE
shaaffiin,FALSE,💝,0,1w,0,FALSE,FALSE
jarintasnimothay,FALSE,❤️❤️❤️,0,1w,0,FALSE,FALSE
rajibul7080,FALSE,❤️❤️ enjoy soto❤️❤️,1,1w,0,FALSE,FALSE
masuma0108,FALSE,Hopefully… it will get better soon!! Going through a horrible time & mental breakdowns but trying to keep my chin up &...  more,2,1w,0,FALSE,FALSE
prachurja.barua,FALSE,Siuuuu,0,1w,0,FALSE,FALSE
bangtan_girl_2004,FALSE,Hi... It's 1:43... And I'm really going through some brutal time rn... I hope your words become true.,1,1w,0,FALSE,FALSE
impostor_shhhh,FALSE,my bro never misses a chance to encourage and motivate us 🫡,2,1w,0,FALSE,FALSE
sinthia_28,FALSE,The energy of yours ❤️🙌,2,1w,0,FALSE,FALSE
zxhan1,FALSE,those words are heart touching..❤️,1,1w,0,FALSE,FALSE
chol.khaitejai,FALSE,"Okay, this really hit me to the core❤️‍🩹 I’m so glad you could make it to this we really love watching your content! 👏 H...  more",1,1w,0,FALSE,FALSE
aaaa_sabi,FALSE,"Actually reading this at 2:20 , thanks for the reminder vaiya and I'm waiting for this time to end. ☝️🤍",0,1w,0,FALSE,FALSE
_taehh__,FALSE,1:56 am and caption purota porechi💖 May allah bless you and I believe whether it's today or tomorrow better days will...  more,0,1w,0,FALSE,FALSE
esssst.y,FALSE,"Yes, time does fly, doesn't it? Before we know it, we're moving on to the next chapter even when we're not ready to turn...  more",0,1w,0,FALSE,FALSE
call.me_rafii,FALSE,Love U Bro❤️,0,1w,0,FALSE,FALSE
_safwansaif_,FALSE,"Fr, bro, I’ve been going through something horrible for quite a long time. Even if everything’s falling apart, maybe I’m...  more",1,1w,0,FALSE,FALSE
_samiyaaa7_,FALSE,ppl are here to know more..,3,1w,0,FALSE,FALSE
akhi_pakhi__,FALSE,1:50 ..unfortunately yeah.. going through something & idk how to manage.. but there's always a little hope I guess...💜,1,1w,0,FALSE,FALSE
saif_rahman_5152,FALSE,Looks Like Hero 😍,2,1w,0,FALSE,FALSE
sadmanwhoslays,FALSE,Wish you all the success in the world ❤️,1,1w,0,FALSE,FALSE
zxhan1,FALSE,Bro looks like a supermodel 😍,0,1w,0,FALSE,FALSE
4spamafridi__,FALSE,Bro❤️🙌,0,1w,0,FALSE,FALSE
atikbhaiii,TRUE,Verified  Shera bhai shera,0,1w,0,FALSE,FALSE
tasib477,FALSE,In sha Allah bhai doya koiro / ar doya roilo 🥺🥹,1,1w,0,TRUE,FALSE
wafluvszay,FALSE,Cant believe youre turning 28 almost 5 years or more of watching your uploads,1,1w,0,FALSE,FALSE
ifzarsh,FALSE,"I was reading bro and felt so bad for me bcz my friends r going on a trip but I couldn’t go for my studies, but your...  more",0,1w,0,FALSE,FALSE
neon_pink_,FALSE,Bhai I feel little better now thank you💗,1,1w,0,FALSE,FALSE
skashik36,FALSE,One day,2,1w,0,FALSE,FALSE
nazu__1710,FALSE,what a timing....i was just thinking about how unfair life is and how miserable i am,6,1w,0,FALSE,FALSE
bayeesahmed_,FALSE,"Bro thinks he's him with the last slide (I don't mean to be rude in any possible way, just bring sarcastic)",0,1w,0,FALSE,FALSE
holyisholy_,FALSE,"17 and lost in a new country with so much confusion at 4 am but the caption js popped up at the right time ig, thanks...  more",0,1w,0,FALSE,FALSE
dewoa_n,FALSE,Ki obosta soto bhai,0,1w,0,TRUE,FALSE
super_mario_339,FALSE,"Thinking about horrible part of living in Japan maybe I find a good reason to be here, you're right belong to be here...  more",0,1w,0,FALSE,FALSE
nihon4169,FALSE,Bro came to my place in sandai,1,1w,0,FALSE,FALSE
c_yzzhf,FALSE,You always make my day 😍 Clare from the UK.😍 🙂,0,1w,0,FALSE,FALSE
tanbir_shanto.__,FALSE,"Just my luck thinking about how hard it is, and life proves the point:)",2,1w,0,FALSE,FALSE
ns.honey_,FALSE,Very very very big fan sir...I wish I shall meet with you✨🎀,1,1w,0,FALSE,FALSE
nobita15268,FALSE,Just Wow🔥,2,1w,0,FALSE,FALSE
jasmin_akther_nahida,FALSE,😍😍😍😍,1,1w,0,FALSE,FALSE
sky.king420,FALSE,Vaiya,1,1w,0,FALSE,FALSE
zerin_ahmeed,FALSE,🔥😢❤️,1,1w,0,FALSE,FALSE
sky.king420,FALSE,🤍🖤,1,1w,0,FALSE,FALSE
sk_sohel7,FALSE,🔥,1,1w,0,FALSE,FALSE
xd_exzinose_1213,FALSE,Music suits perfectly⭐,1,1w,0,FALSE,FALSE
sk_sabbir_49,FALSE,😍🙌,1,1w,0,FALSE,FALSE
mdemone0188,FALSE,❤️❤️,1,1w,0,FALSE,FALSE
_tahmid_tahmid_,FALSE,Chotobhai boro hoya gesha😂🔥🔥🔥,1,1w,0,TRUE,FALSE
sami_believes,FALSE,@thechotobhai bhai Osaka asi ashen dekha kori 🥹,1,1w,0,FALSE,FALSE
aniexum,FALSE,"Love this caption!! Thanks for everything, and so honored to have met and welcomed you to Japan, even just a bit! Hope...  more",1,1w,0,FALSE,FALSE
sultana.sumya,FALSE,Sherlock Holmes লাগতেছে!😍,1,1w,0,TRUE,FALSE
kazisifat703,FALSE,-🤍🤍,1,1w,0,FALSE,FALSE
bd.followers.shop,FALSE,আসসালামুয়ালাইকুম............  more,1,1w,0,TRUE,FALSE
marfi7990,FALSE,last one🤣🤣🤣,1,1w,0,FALSE,FALSE
farooqueadnan,FALSE,auto durais na,1,1w,0,FALSE,FALSE
fmshiam,FALSE,"Please, brother, talk to me.",1,1w,0,FALSE,FALSE
bd_growers_teem,FALSE,#আসসালামুআলাইকুম💫 ...  more,1,1w,0,TRUE,FALSE
rafu_abid_03_____,FALSE,😍😍,1,1w,0,FALSE,FALSE
md__minhaz__islam,FALSE,2nd pic was asteatic 🥲🙂,1,1w,0,FALSE,FALSE
jasminislam1519,FALSE,❤️🔥,1,1w,0,FALSE,FALSE
zhshifat,FALSE,❤️❤️,1,1w,0,FALSE,FALSE
_zerin_______,FALSE,😮🔥,1,1w,0,FALSE,FALSE
tazkia_tasnim_426,FALSE,Wow,1,1w,0,FALSE,FALSE
_absxr_,FALSE,Mario ahh jump @thechotobhai,1,1w,0,FALSE,FALSE
ahasan.rajib,FALSE,Love from Shibuya 🙌❤️,1,1w,0,FALSE,FALSE
invisible_khaled,FALSE,"It’s 3:25 have read the full passage, I believe that by the grace of Allah everything gonna be better In Sha Allah",1,1w,0,FALSE,FALSE
shihab_minhaj_,FALSE,❤️❤️,1,1w,0,FALSE,FALSE
anika_tabassum57,FALSE,সুন্দর,1,1w,0,TRUE,FALSE
asikb7558,FALSE,I want to meet you bro please.🙏,1,1w,0,FALSE,FALSE
sasamixx_,FALSE,Broo but when did you go to japan??,1,1w,0,FALSE,FALSE
its_me_anando___,FALSE,Bro 🙂🙂🙂,1,1w,0,FALSE,FALSE
wave.w._.jerinn,FALSE,Last r pic kno always awkward Hoy?,1,1w,0,FALSE,FALSE
_ramu_ramie,FALSE,😭 growing up surely isn't easy. But InshaAllah every phase of difficulty will be followed by peace eventually ~~~,1,1w,0,FALSE,FALSE
sanzida_muna_,FALSE,Sunehra koi comment section e😢??,1,1w,0,FALSE,FALSE
_dinonis_,FALSE,The last photo got me lol😂,1,1w,0,FALSE,FALSE
flwsw.senpai1oppa,FALSE,Japanese reproduction visa te jai mane hoi,1,1w,0,FALSE,FALSE
_ti_pu____,FALSE,💝✨,1,1w,0,FALSE,FALSE
mridha_saheb__,FALSE,Choto vhai,1,1w,0,FALSE,FALSE
moi_try_,FALSE,"I was overthinking a lot, but when I read your caption, it truly comforted me❤️‍🩹😌",1,1w,0,FALSE,FALSE
kakoli452,FALSE,2:00,1,1w,0,FALSE,FALSE
kakoli452,FALSE,Owlllllll,1,1w,0,FALSE,FALSE
sheikh_mubin___,FALSE,😍😍,1,1w,0,FALSE,FALSE
your_jassuu_,FALSE,Last er pic Oita 😂,1,1w,0,FALSE,FALSE
sourav_islam7,FALSE,🙌🔥,1,1w,0,FALSE,FALSE
_ayan__ahmed__,FALSE,❤️❤️,1,1w,0,FALSE,FALSE
zayn_tohid,FALSE,😍🙌,1,1w,0,FALSE,FALSE
tasib477,FALSE,Wow,1,1w,0,FALSE,FALSE
evunii_,FALSE,I'm a big fan of you ❤️,1,1w,0,FALSE,FALSE
ayesha.ayeasha,FALSE,Broo the songgg x the picss🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,1w,0,FALSE,FALSE
lost_efsar_,FALSE,Vhai nah ki 🥹🫶🏻,1,1w,0,FALSE,FALSE
tasib477,FALSE,❤️🔥,1,1w,0,FALSE,FALSE
maybe_fardin_,FALSE,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,1w,0,FALSE,FALSE
just_002011,FALSE,😍🔥🙌👏❤️,1,1w,0,FALSE,FALSE
just_a_virgo_i_am,FALSE,Which place is this?,1,1w,0,FALSE,FALSE
lamia4757,FALSE,❤️,1,1w,0,FALSE,FALSE
minhaz_mahid_,FALSE,Bhaiya 🔥,1,1w,0,FALSE,FALSE
